hash,label
AgACAgIAAxkDAAIDUmElPGVXme8g0KmPl-7ZC3rv66VNAAKmtjEbfY8oSTMVunK7JkE6AQADAgADeAADIAQ,и русские поляны
AgACAgIAAxkDAAIDU2ElPGW2shkDxOZOnWkEvPuumSweAAKntjEbfY8oSb3JgSV7WluyAQADAgADbQADIAQ,РОССИЯ
AgACAgIAAxkDAAIDVGElPGYmKJ8-y-s5PTIo1a-KEC-lAAKotjEbfY8oSZmRCtPB0CbPAQADAgADeAADIAQ,малые ошибки
AgACAgIAAxkDAAIDVWElPGa50uB4i6-8IAOzV101kwTkAAKptjEbfY8oSUb7uR8sPXV4AQADAgADeAADIAQ,Каркаралинск
AgACAgIAAxkDAAIDVmElPGbeHFq0kusGMamp7Z6WhUSAAAKqtjEbfY8oSR3EiyV4Dv9cAQADAgADbQADIAQ,Акмолинская
AgACAgIAAxkDAAIDV2ElPGYKsrp7ixMsD7oRC0ZEssviAAKrtjEbfY8oSf5Yrb0kjJqwAQADAgADeAADIAQ,Я входил вместо
AgACAgIAAxkDAAIDWGElPGYrWMThzzcisY1sVyIjjqwtAAKstjEbfY8oSUacWVLPGRrhAQADAgADeAADIAQ,но ты не снизошла.
AgACAgIAAxkDAAIDWWElPGa1yHoj7j51sqiCfv729UE1AAKttjEbfY8oSZxrezIln8TLAQADAgADbQADIAQ,АБХАЗИЯ
AgACAgIAAxkDAAIDWmElPGdNV1dFi0L5VaEWCT4KEuc6AAKutjEbfY8oSbE6cv_US2HfAQADAgADeAADIAQ,"все мимо, мимо"
AgACAgIAAxkDAAIDW2ElPGfENs2WRDeLQnu8eXZtOCyzAAKvtjEbfY8oSevv-2Nh5Zw0AQADAgADeAADIAQ,На древней стене
AgACAgIAAxkDAAIDXGElPGccKXqpl8ZGTS5EgJommj-cAAKwtjEbfY8oSRM4IA89E182AQADAgADbQADIAQ,Злые
AgACAgIAAxkDAAIDXWElPGewK2nB2VbCQq8tjra8WKNeAAKxtjEbfY8oSd-O678h4IHfAQADAgADbQADIAQ,Ушарал
AgACAgIAAxkDAAIDXmElPGeCPmBnwnleOKchr0AyTFZ4AAKytjEbfY8oSa8hzsus2ZxHAQADAgADbQADIAQ,Твое лицо в его
AgACAgIAAxkDAAIDX2ElPGcSt09zwwwVcT1-buJkGkqdAAKztjEbfY8oSfqvyBZTofznAQADAgADbQADIAQ,"однозвучен,"
AgACAgIAAxkDAAIDYGElPGdBsoELSLkxsobq0LZw2szJAAK0tjEbfY8oSfyZB9nup_D6AQADAgADeAADIAQ,Перед мной
AgACAgIAAxkDAAIDYWElPGjtEwV4NRyslxbaVoKAgaBCAAK1tjEbfY8oSVVjLuu46bHkAQADAgADeAADIAQ,где танк
AgACAgIAAxkDAAIDYmElPHMOeHi4hZF2KFKiKSea1_WKAAK2tjEbfY8oSezM118Qhq4VAQADAgADbQADIAQ,Индерборский
AgACAgIAAxkDAAIDY2ElPHMSw2WLR0IkhP9T3tsD5bCvAAK3tjEbfY8oSTi2kuK3P6XzAQADAgADbQADIAQ,ШЫМКЕНТ
AgACAgIAAxkDAAIDZGElPHPhcrTN-M7gAAFGahfT0ciz8AACuLYxG32PKEmarfRK_QUnpwEAAwIAA20AAyAE,Текели
AgACAgIAAxkDAAIDZWElPHN8F6fH-aA4Yzi-2XyZjFIeAAK5tjEbfY8oSaHmm0gQ1XoDAQADAgADeAADIAQ,Я забудусь
AgACAgIAAxkDAAIDZmElPHOlD7lKKaYqUNQE-sUuxZHMAAK6tjEbfY8oSbgBN0i1mOy3AQADAgADeAADIAQ,"Как раздался, так"
AgACAgIAAxkDAAIDZ2ElPHStMkxuJt1EYha5i2CKnxv0AAK7tjEbfY8oSc4XbAFdcul6AQADAgADeAADIAQ,"Опять, как"
AgACAgIAAxkDAAIDaGElPHTTszMHf8qiTZxc1TOR4_gDAAK8tjEbfY8oSbdyfsle8CHlAQADAgADeAADIAQ,Алматинская
AgACAgIAAxkDAAIDaWElPHQ2MZ-MtXedslX3oHBFRlFxAAK9tjEbfY8oSdas_ux9UqOlAQADAgADeAADIAQ,"во все концы,"
AgACAgIAAxkDAAIDamElPHTdXu6N84W59AWXFXco3wchAAK-tjEbfY8oSXt0KS7l8cEeAQADAgADbQADIAQ,бы летать
AgACAgIAAxkDAAIDa2ElPHRvKTxbopqpREiCLNDefVlgAAK_tjEbfY8oSV_5X95T1M9TAQADAgADeAADIAQ,Чем свет телега
AgACAgIAAxkDAAIDbGElPHUSPSMTI5xcxjxKGXwQRmIZAALAtjEbfY8oScq7bE9GsiFCAQADAgADeAADIAQ,АЛМАТИНСКАЯ
AgACAgIAAxkDAAIDbWElPHWGf452cTI3NhmGgzKQsp3cAALBtjEbfY8oSTwT1DWFgEQKAQADAgADbQADIAQ,свою...
AgACAgIAAxkDAAIDbmElPHUZxNn-E46_QegVInfENiSKAALCtjEbfY8oSScFVCPJjoKKAQADAgADbQADIAQ,клевера.
AgACAgIAAxkDAAIDb2ElPHUxdrhnf4qkNtyOY-B_oNFJAALDtjEbfY8oSRwDPPPrmuOXAQADAgADbQADIAQ,крылья;
AgACAgIAAxkDAAIDcGElPHZrxN0PtkeD5ZJV5YXHY0WfAALEtjEbfY8oSZTCLfLo1PWOAQADAgADeAADIAQ,"но ты не оглянулась,"
AgACAgIAAxkDAAIDcWElPHZo40aYH1iH_4d7qhN8OSM6AALFtjEbfY8oSZJR5DjtJw7vAQADAgADbQADIAQ,"скоро ли,"
AgACAgIAAxkDAAIDcmElPHbap6nokz9BBps5iJ7NOGxpAALGtjEbfY8oScNRideCAms9AQADAgADeAADIAQ,Мгновение бежит
AgACAgIAAxkDAAIDc2ElPHbdSJJNjqFCHIEQui2oqumRAALHtjEbfY8oSSsdh6W6vurYAQADAgADbQADIAQ,Казахстан
AgACAgIAAxkDAAIDdGElPHbJwH6w80W-Dhxw91TitH18AALItjEbfY8oSQVqEy5DvtWbAQADAgADbQADIAQ,Сстрана
AgACAgIAAxkDAAIDdWElPHZ7BFMksrw9YNBTlrDtpPJ2AALJtjEbfY8oSQI5hiF9YoJLAQADAgADbQADIAQ,Я здесь
AgACAgIAAxkDAAIDdmElPHc6ZyE0N0g7KWJMROs5HI34AALKtjEbfY8oScfe73zZpU_FAQADAgADbQADIAQ,Украина
AgACAgIAAxkDAAIDd2ElPHcIwFCGqncJjveM0ox64kw_AALLtjEbfY8oSXWjkzdhYQYJAQADAgADbQADIAQ,из него
AgACAgIAAxkDAAIDeGElPHdeRYS60LwXZysJkSxbQkJ1AALMtjEbfY8oSW_Tbzju9suTAQADAgADeAADIAQ,Южно-Казахстанская
AgACAgIAAxkDAAIDeWElPHc-fF4ClRUKqn0mfRgcjVeIAALNtjEbfY8oSZr6cM75q8M7AQADAgADeAADIAQ,"Опять стога,"
AgACAgIAAxkDAAIDemElPHfj-qBf-yG5IjnQJsEDUV-dAALOtjEbfY8oSYnUnrJlq9HRAQADAgADeAADIAQ,Алматинская
AgACAgIAAxkDAAIDe2ElPHc9EPE46EveqWOZzWph2yXLAALPtjEbfY8oSfYcX9F0K-AuAQADAgADbQADIAQ,С трухой и
AgACAgIAAxkDAAIDfGElPHc4ENKoka7WprNe_m3EM6uyAALQtjEbfY8oSbF-iFXDd-xAAQADAgADeAADIAQ,Северо-Казахстанская
AgACAgIAAxkDAAIDfWElPHi14QTaEcTqsC0ltESw8amcAALRtjEbfY8oSc1Vk6tNWPpOAQADAgADbQADIAQ,Атырау
AgACAgIAAxkDAAIDfmElPHgT-HxrAAH-wVgFlNytmapW0gAC0rYxG32PKEn86JY3Gt1tgQEAAwIAA3gAAyAE,почуя на плечах
AgACAgIAAxkDAAIDf2ElPHjupTFpHvrUuASFcHdKe4UsAALTtjEbfY8oSaPUp_87CbBZAQADAgADeAADIAQ,каких уж нет
AgACAgIAAxkDAAIDgGElPINfumGol_td91-sbpj6MCMhAALUtjEbfY8oSc18UULbq425AQADAgADbQADIAQ,Уральск
AgACAgIAAxkDAAIDgWElPIN6mcdUzRQRdK-VPYNZc3yKAALVtjEbfY8oSSA9i9NGRKy5AQADAgADeAADIAQ,Павлодар
AgACAgIAAxkDAAIDgmElPINZoBEdPASr1aOknZKwf8giAALWtjEbfY8oSXudTgHRPHrjAQADAgADbQADIAQ,Щучинск
AgACAgIAAxkDAAIDg2ElPIR078abDR7g1pOK2p4NjWB6AALXtjEbfY8oSVPwwF4G4YsuAQADAgADeAADIAQ,"мрак приморскои ноча,"
AgACAgIAAxkDAAIDhGElPISLsnt6EXdauX8lqsrhx3CeAALYtjEbfY8oSRbz11lykb7LAQADAgADbQADIAQ,Актобе
AgACAgIAAxkDAAIDhWElPIRkivf-5EfZ-etrxHfLurM6AALZtjEbfY8oSVTjH48S-_k-AQADAgADbQADIAQ,бы летать
AgACAgIAAxkDAAIDhmElPIQkZXK-pDf65C2rsydLUO2bAALatjEbfY8oSSEWWX9npV6RAQADAgADeAADIAQ,ворошат корма
AgACAgIAAxkDAAIDh2ElPISngfQaEHOd_2mPuVBg-k_DAALbtjEbfY8oScfi0Dy_5dxyAQADAgADeAADIAQ,Северно-Казахстанская
AgACAgIAAxkDAAIDiGElPIRnExr4y_tI5n7mD-p-Xg5PAALctjEbfY8oSbupOKg0yGOGAQADAgADeAADIAQ,"безотрадный,"
AgACAgIAAxkDAAIDiWElPIW0_1GJ1T5wR9sXe6ubJel5AALdtjEbfY8oSdUIm32mgS_vAQADAgADbQADIAQ,Так век
AgACAgIAAxkDAAIDimElPIWpCRNodX2yWjNeHz0DoCU9AALetjEbfY8oSaSHLxlYBWo8AQADAgADbQADIAQ,Молдавия
AgACAgIAAxkDAAIDi2ElPIXaOzWe-psGpXYbbE7UmFqSAALftjEbfY8oSTjeIU5pR1naAQADAgADbQADIAQ,И звал
AgACAgIAAxkDAAIDjGElPIWoY4iv_-_Fh0J5wgIH4j1oAALgtjEbfY8oSRQXQWvZYBtoAQADAgADbQADIAQ,Туркестн
AgACAgIAAxkDAAIDjWElPIUNmDTDVBp9-_6ELNlsy6aOAALhtjEbfY8oSbwS-pcuhiMuAQADAgADbQADIAQ,ночлега
AgACAgIAAxkDAAIDjmElPIWKBW2qK-aOKrmqm-mId4MbAALitjEbfY8oSSeSB5aiXbRyAQADAgADeAADIAQ,Туркестан
AgACAgIAAxkDAAIDj2ElPIVTj6Ovr9H1rBx4d-6Bsm3TAALjtjEbfY8oSSRPr0WcPaenAQADAgADeAADIAQ,"Не знаю, где приют"
AgACAgIAAxkDAAIDkGElPIaJZGdvBEVfPpLGDWpk4IP-AALktjEbfY8oSTtyL7pwa8UqAQADAgADeAADIAQ,"благоухает сад,"
AgACAgIAAxkDAAIDkWElPIZ3IpTfkGaPeky22RCalVHyAALltjEbfY8oScB8bdmPRatGAQADAgADbQADIAQ,Актау
AgACAgIAAxkDAAIDkmElPIZxELeoBh3qbSwFahc2-9Z_AALmtjEbfY8oSZs04wABGt1cXQEAAwIAA3gAAyAE,"путь мой скучен,"
AgACAgIAAxkDAAIDk2ElPIbKFosgFik1KUYHAAHhPh8i2QAC57YxG32PKEmscuEcgpGQCgEAAwIAA3gAAyAE,Пока хорошая
AgACAgIAAxkDAAIDlGElPIbh9kGKvoopHVQS1Cb5eHHEAALotjEbfY8oSQeJ4zZnaFAmAQADAgADbQADIAQ,Украйна
AgACAgIAAxkDAAIDlWElPIY8TAv-Z2l5JwvsWENcuD2uAALptjEbfY8oSa_Gea6pD-xFAQADAgADbQADIAQ,"скоро ли,"
AgACAgIAAxkDAAIDlmElPIeLFPnJXB8wXaMow57UDqrPAALqtjEbfY8oSS6GIFe1v7ZxAQADAgADeAADIAQ,Казалинск
AgACAgIAAxkDAAIDl2ElPIeMciChpWBsLgABrvODztPw2gAC67YxG32PKEnQ_cNMm_V4vQEAAwIAA20AAyAE,не названье
AgACAgIAAxkDAAIDmGElPIdAC9RKlzuZJcoatcm2gRc3AALstjEbfY8oSXGvcawXMr44AQADAgADeAADIAQ,Алматинская
AgACAgIAAxkDAAIDmWElPIcwNAABE9E3AjVzgZspwvO1AwAC7bYxG32PKEkUjtQPLCvk1AEAAwIAA20AAyAE,Павлодар
AgACAgIAAxkDAAIDmmElPId3vsP1c1DEd7jExFR6M532AALutjEbfY8oSeiu0Qy6J_TYAQADAgADbQADIAQ,КЫЗЫЛОРДА
AgACAgIAAxkDAAIDm2ElPIdeAAEKm-Qzurw0z7i3Q51VHwAC77YxG32PKElu4GHVNrEjUgEAAwIAA3gAAyAE,ТАДЖИКИСТАН
AgACAgIAAxkDAAIDnGElPIhrPKX4lzY0-5RnY8oYCp7oAALwtjEbfY8oSZkksscuUhTqAQADAgADbQADIAQ,луна
AgACAgIAAxkDAAIDnWElPIjQuUMo7ws60QPRtBiSPpfZAALxtjEbfY8oSWWhJIAF49cBAQADAgADeAADIAQ,Только с горем я
AgACAgIAAxkDAAIDnmElPJO_q7rQ9yFV3mrTqcn5gQsLAALytjEbfY8oSR5_DY_rQSA7AQADAgADeAADIAQ,Как памятники
AgACAgIAAxkDAAIDn2ElPJO7v4UJttmyn1zWYM1kO3vdAALztjEbfY8oSbzLWnIWzZVVAQADAgADeAADIAQ,Где выл пожар
AgACAgIAAxkDAAIDoGElPJQZ3NslPO-fEiuMSQ7Y9nvyAAL0tjEbfY8oSea36yNfE--EAQADAgADbQADIAQ,иногда
AgACAgIAAxkDAAIDoWElPJTYAUJrHHiDKzLze88-b9XmAAL1tjEbfY8oSYBK1zlvDfsvAQADAgADeAADIAQ,до полярных
AgACAgIAAxkDAAIDomElPJTBhNQOPyrpfN46Z7bEOrb9AAL2tjEbfY8oSTYux1PbejpaAQADAgADeAADIAQ,"ныло от разлуки,-"
AgACAgIAAxkDAAIDo2ElPJTShDbwTtRLG5SeInHaxXG2AAL3tjEbfY8oSeiFvxg0S00OAQADAgADeAADIAQ,джигит!
AgACAgIAAxkDAAIDpGElPJQZ__eBX2a4ZamMh0w-hNmiAAL4tjEbfY8oSSoW0qvARQ-vAQADAgADeAADIAQ,Взывали к мщенью
AgACAgIAAxkDAAIDpWElPJRYOH0qLGLeF28JpUawc0hmAAL5tjEbfY8oSfJEkkDhSGbMAQADAgADbQADIAQ,от
AgACAgIAAxkDAAIDpmElPJTMYYpZWYJ6VN6Tst2GjpxeAAL6tjEbfY8oSc_euzeR90eFAQADAgADeAADIAQ,будут мстить.
AgACAgIAAxkDAAIDp2ElPJU3g8MWKIFHkDkE--jSA5xwAAL7tjEbfY8oSS37nNtf2Yh7AQADAgADeAADIAQ,Откинув лапы
AgACAgIAAxkDAAIDqGElPJWIDabUCmunhjMNMqL34vL2AAL8tjEbfY8oSZ_-pF2mZph1AQADAgADeAADIAQ,свободу любить?
AgACAgIAAxkDAAIDqWElPJV8Y7PEmiSKU9ghCjGylIvZAAL9tjEbfY8oSWeIrltPZkTrAQADAgADeAADIAQ,Акмолинская
AgACAgIAAxkDAAIDqmElPJZBKSSrkJANQXbGEiVueK67AAL-tjEbfY8oSV3GQVA_QZZuAQADAgADeAADIAQ,Снуют пунцовые
AgACAgIAAxkDAAIDq2ElPJZU3R6JgE9Y2VY4UmRzca8TAAL_tjEbfY8oSQPZIjXtXDKrAQADAgADeAADIAQ,А встретятся
AgACAgIAAxkDAAIDrGElPJbR2-QezFMn1tDwqyWVhiPUAAO3MRt9jyhJT48dMvpEH-QBAAMCAAN4AAMgBA,Голодные волчата
AgACAgIAAxkDAAIDrWElPJeg6jEU7itYcv7fia5JqUhTAAIBtzEbfY8oSTDQI6a2CZsgAQADAgADbQADIAQ,Алматы
AgACAgIAAxkDAAIDrmElPJf-A1U1D2jibOJbOlfSC99FAAICtzEbfY8oSfo0b6DYLmWOAQADAgADbQADIAQ,Текели
AgACAgIAAxkDAAIDr2ElPJhXve6aB9tyq9TmClf8xOEXAAIDtzEbfY8oSUONt_Ml6Ie_AQADAgADbQADIAQ,Астана
AgACAgIAAxkDAAIDsGElPJg5XnAvGRKPJZEfZq_9HyVwAAIEtzEbfY8oSc0q3wsGP3pMAQADAgADeAADIAQ,Талдыкорган
AgACAgIAAxkDAAIDsWElPJh0d8YirXfMYP_5_eEGFBZcAAIFtzEbfY8oSeoLUcv37FgKAQADAgADbQADIAQ,Абхазия
AgACAgIAAxkDAAIDsmElPJgHEYdZ11KvUOTSRcCmHLIeAAIGtzEbfY8oSaybbcnG3_KcAQADAgADbQADIAQ,Актобе
AgACAgIAAxkDAAIDs2ElPJjm0CgfYQhv4agME2gYI3JOAAIHtzEbfY8oSUMuCr4L0D6VAQADAgADbQADIAQ,Текели
AgACAgIAAxkDAAIDtGElPJjaD1rQd7a7LxknGF8vuSkMAAIItzEbfY8oSYkmQm9AE1B5AQADAgADbQADIAQ,Павлодар
AgACAgIAAxkDAAIDtWElPJino--9Fm-FwJKVBJE8tcImAAIJtzEbfY8oSXRHziyx4hT-AQADAgADbQADIAQ,"луна,"
AgACAgIAAxkDAAIDtmElPJnI4GqRwo6YdVPnI9IqYLqcAAIKtzEbfY8oSclFfsXTGx4rAQADAgADeAADIAQ,"твой синий,"
AgACAgIAAxkDAAIDt2ElPJlN7WlCXCPxmeJDTOIAAWclmwACC7cxG32PKEn3KT4n3-5SZQEAAwIAA3gAAyAE,АКТЮБИНСКАЯ
AgACAgIAAxkDAAIDuGElPJmB3rJqA8IZQTyRCb2s16-kAAIMtzEbfY8oSbaU5H4xiOmsAQADAgADbQADIAQ,Абхазия
AgACAgIAAxkDAAIDuWElPJn8ORrSoMwGOhBE6XJPYGryAAINtzEbfY8oSeMaASd_BsUGAQADAgADbQADIAQ,Семей
AgACAgIAAxkDAAIDumElPJn9FUYKesfLygs4kpYhxe83AAIOtzEbfY8oSUA21M2NRtIiAQADAgADeAADIAQ,Таджикистан
AgACAgIAAxkDAAIDu2ElPJnIor3POYmNPzKwFBHXfbKHAAIPtzEbfY8oSayncnVJcB6fAQADAgADeAADIAQ,"Они, толкаясь"
AgACAgIAAxkDAAIDvGElPKQ3oK6uAAFVEWBV8vBIHm_tdAACELcxG32PKEnGObyGI5mDHAEAAwIAA20AAyAE,РК
AgACAgIAAxkDAAIDvWElPKXHIM_oG1e62FoH_kW1ZNSCAAIRtzEbfY8oSSXft1x5Kjd4AQADAgADeAADIAQ,"Зачем я не птица,"
AgACAgIAAxkDAAIDvmElPKUWx9tys-IDbuHYP8sdQWqdAAIStzEbfY8oSQ14QXsTdKzOAQADAgADeAADIAQ,Опять стога
AgACAgIAAxkDAAIDv2ElPKVCbIWAy1c6RiTsVUZgQwQeAAITtzEbfY8oSby4-wwZd_SRAQADAgADeAADIAQ,Летят шмели
AgACAgIAAxkDAAIDwGElPKY_Unxz9OkjUvFiQARKlvCXAAIUtzEbfY8oSU0boQXNOIwJAQADAgADbQADIAQ,Актобе
AgACAgIAAxkDAAIDwWElPKYZ-iWyQgOc_RcE7xv_gqmZAAIVtzEbfY8oSZTpJR6ACjD5AQADAgADbQADIAQ,Семей
AgACAgIAAxkDAAIDwmElPKaAHbjr6grxv7VOhyL-fBB6AAIWtzEbfY8oSVY_xsq2Y3_bAQADAgADeAADIAQ,СЕВЕРО-КАЗАХСТАНСКАЯ
AgACAgIAAxkDAAIDw2ElPKeJe6GIvKDcLPngLuAeh7iHAAIXtzEbfY8oSRwoOBV90KflAQADAgADeAADIAQ,Мангистауская
AgACAgIAAxkDAAIDxGElPKdXCzGUvbvf_NllR9nXqxOMAAIYtzEbfY8oSTZoiQsXJ279AQADAgADeAADIAQ,перехваченного плыла
AgACAgIAAxkDAAIDxWElPKcqmhH59dOBntyjbndLV74GAAIZtzEbfY8oSe2WEYAk6egwAQADAgADeAADIAQ,Таджикистан
AgACAgIAAxkDAAIDxmElPKccokJ-e6nKhQABKK9lESe4BgACGrcxG32PKEkx5XUewxftCgEAAwIAA3gAAyAE,Жамбылская
AgACAgIAAxkDAAIDx2ElPKdA7kqHTaPm9KpoT4EE9G4xAAIbtzEbfY8oSbrXGLJyO3dWAQADAgADbQADIAQ,Кульсары
AgACAgIAAxkDAAIDyGElPKdnqxwhIvV0fLqxBkyDo65XAAIctzEbfY8oSUNPRzNndZEHAQADAgADeAADIAQ,И арфы шотландской
AgACAgIAAxkDAAIDyWElPKea0ejsHfPoKA7aikJGMHLrAAIdtzEbfY8oSV9rHr_7bhLfAQADAgADeAADIAQ,И по сводам бы
AgACAgIAAxkDAAIDymElPKiRvaYaOszReHQaSLNjN_KaAAIetzEbfY8oSb8pi-cQwwweAQADAgADeAADIAQ,Мангистауская
AgACAgIAAxkDAAIDy2ElPKigldKvEqiAyOtdJ_UwEBy9AAIftzEbfY8oSSgTorlSY48uAQADAgADeAADIAQ,Где цветут моих
AgACAgIAAxkDAAIDzGElPKhMY8xpLAFFp7u3yqJOP24OAAIgtzEbfY8oSc84YGI6qOkrAQADAgADeAADIAQ,"всё мимо, мимго."
AgACAgIAAxkDAAIDzWElPKigcsXJnYQ99M7tQ8AtMp9TAAIhtzEbfY8oSUvNjwdC2EqXAQADAgADeAADIAQ,новых городов.
AgACAgIAAxkDAAIDzmElPKhyv5jbosEm5wGRmPKQxWsNAAIitzEbfY8oSYA0ImqF7cSeAQADAgADeAADIAQ,Далеко с моря
AgACAgIAAxkDAAIDz2ElPKj6nZs3RmD__9wVXMS2K165AAIjtzEbfY8oSe-25lZufbfQAQADAgADbQADIAQ,"тебя,"
